CountryA3, Entity,Sector
ROU,Industries,"Publishing, printing and reproduction of recorded media"
ROU,Industries,"Manufacture of coke, refined petroleum products and nuclear fuels"
ROU,Industries,Manufacture of chemicals and chemical products
ROU,Industries,Manufacture of rubber and plastic products
ROU,Industries,Manufacture of other non-metallic mineral products
ROU,Industries,Manufacture of basic metals
ROU,Industries,"Manufacture of fabricated metal products, except machinery and equipment"
ROU,Industries,Manufacture of machinery and equipment n.e.c.
ROU,Industries,Manufacture of office machinery and computers
ROU,Industries,Manufacture of electrical machinery and apparatus n.e.c.
ROU,Industries,"Manufacture of radio, television and communication equipment and apparatus"
ROU,Industries,"Manufacture of medical, precision and optical instruments, watches and clocks"
ROU,Industries,"Manufacture of motor vehicles, trailers and semi-trailers"
ROU,Industries,Manufacture of other transport equipment
ROU,Industries,Manufacture of furniture; manufacturing n.e.c.
ROU,Industries,Recycling
ROU,Industries,"Electricity, gas, steam and hot water supply"
ROU,Industries,"Collection, purification and distribution of water"
ROU,Industries,Construction
ROU,Industries,"Sale, maintenance and repair of motor vehicles and motorcycles; retail sale services of automotive fuel"
ROU,Industries,"Wholesale trade and commission trade, except of motor vehicles and motorcycles"
ROU,Industries,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods"
ROU,Industries,Hotels and restaurants
ROU,Industries,Land transport; transport via pipelines
ROU,Industries,Water transport
ROU,Industries,Air transport
ROU,Industries,Supporting and auxiliary transport activities; activities of travel agencies
ROU,Industries,Post and telecommunications
ROU,Industries,"Financial intermediation, except insurance and pension funding"
ROU,Industries,"Insurance and pension funding, except compulsory social security"
ROU,Industries,Activities auxiliary to financial intermediation
ROU,Industries,Real estate activities
ROU,Industries,Renting of machinery and equipment without operator and of personal and household goods
ROU,Industries,Computer and related activities
ROU,Industries,Research and development
ROU,Industries,Other business activities
ROU,Industries,Public administration and defence; compulsory social security
ROU,Industries,Education
ROU,Industries,Health and social work
ROU,Industries,"Sewage and refuse disposal, sanitation and similar activities"
ROU,Industries,Activities of membership organisation n.e.c.
ROU,Industries,"Recreational, cultural and sporting activities"
ROU,Industries,Other service activities
ROU,Industries,Private households with employed persons
ROU,Industries,FISIM
ROU,Industries,Re-export
ROU,Commodities,"Products of agriculture, hunting and related services"
ROU,Commodities,"Products of forestry, logging and related services"
ROU,Commodities,Fish and other fishing products; services incidental of fishing
ROU,Commodities,Coal and lignite; peat
ROU,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying
ROU,Commodities,Uranium and thorium ores
ROU,Commodities,Metal ores
ROU,Commodities,Other mining and quarrying products
ROU,Commodities,Food products and beverages
ROU,Commodities,Tobacco products
ROU,Commodities,Textiles
ROU,Commodities,Wearing apparel; furs
ROU,Commodities,Leather and leather products
ROU,Commodities,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials
ROU,Commodities,"Pulp, paper and paper products"
ROU,Commodities,Printed matter and recorded media
ROU,Commodities,"Coke, refined petroleum products and nuclear fuels"
ROU,Commodities,"Chemicals, chemical products and man-made fibres"
ROU,Commodities,Rubber and plastic products
ROU,Commodities,Other non-metallic mineral products
ROU,Commodities,Basic metals
ROU,Commodities,"Fabricated metal products, except machinery and equipment"
ROU,Commodities,Machinery and equipment n.e.c.
ROU,Commodities,Office machinery and computers
ROU,Commodities,Electrical machinery and apparatus n.e.c.
ROU,Commodities,"Radio, television and communication equipment and apparatus"
ROU,Commodities,"Medical, precision and optical instruments, watches and clocks"
ROU,Commodities,"Motor vehicles, trailers and semi-trailers"
ROU,Commodities,Other transport equipment
ROU,Commodities,Furniture; other manufactured goods n.e.c.
ROU,Commodities,Secondary raw materials
ROU,Commodities,"Electrical energy, gas, steam and hot water"
ROU,Commodities,"Collected and purified water, distribution services of water"
ROU,Commodities,Construction work
ROU,Commodities,"Trade, maintenance and repair services of motor vehicles and motorcycles; retail sale of automotive fuel"
ROU,Commodities,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles"
ROU,Commodities,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods"
ROU,Commodities,Hotel and restaurant services
ROU,Commodities,Land transport; transport via pipeline services
ROU,Commodities,Water transport services
ROU,Commodities,Air transport services
ROU,Commodities,Supporting and auxiliary transport services; travel agency services
ROU,Commodities,Post and telecommunication services
ROU,Commodities,"Financial intermediation services, except insurance and pension funding services"
ROU,Commodities,"Insurance and pension funding services, except compulsory social security services"
ROU,Commodities,Services auxiliary to financial intermediation
ROU,Commodities,Real estate services
ROU,Commodities,Renting services of machinery and equipment without operator and of personal and household goods
ROU,Commodities,Computer and related services
ROU,Commodities,Research and development services
ROU,Commodities,Other business services
ROU,Commodities,Public administration and defence services; compulsory social security services
ROU,Commodities,Education services
ROU,Commodities,Health and social work services
ROU,Commodities,"Sewage and refuse disposal services, sanitation and similar services"
ROU,Commodities,Membership organisation services n.e.c.
ROU,Commodities,"Recreational, cultural and sporting services"
ROU,Commodities,Other services
ROU,Commodities,Private households with employed persons
ROU,Commodities,FISIM
ROU,Commodities,Re-export
RUS,Industries,"Agriculture, hunting, forestry and fishing"
RUS,Industries,Mining and quarrying (energy)
RUS,Industries,Mining and quarrying (non-energy)
RUS,Industries,"Food products, beverages and tobacco"
RUS,Industries,"Textiles, textile products, leather and footwear"
RUS,Industries,Wood and products of wood and cork
RUS,Industries,"Pulp, paper, paper products, printing and publishing"
RUS,Industries,"Coke, refined petroleum products and nuclear fuel"
RUS,Industries,Chemicals excluding pharmaceuticals
RUS,Industries,Pharmaceuticals
RUS,Industries,Rubber & plastics products
RUS,Industries,Other non-metallic mineral products
RUS,Industries,Iron & steel
RUS,Industries,Non-ferrous metals
RUS,Industries,"Fabricated metal products, except machinery & equipment"
RUS,Industries,"Machinery & equipment, nec"
RUS,Industries,"Office, accounting & computing machinery"
RUS,Industries,"Electrical machinery & apparatus, nec"
RUS,Industries,"Radio, television & communication equipment"
RUS,Industries,"Medical, precision & optical instruments"
RUS,Industries,"Motor vehicles, trailers & semi-trailers"
RUS,Industries,Building & repairing of ships & boats
RUS,Industries,Aircraft & spacecraft
RUS,Industries,Railroad equipment & transport equip nec.
RUS,Industries,Manufacturing nec; recycling (include Furniture)
RUS,Industries,"Production, collection and distribution of electricity"
RUS,Industries,Manufacture of gas; distribution of gaseous fuels through mains
RUS,Industries,Steam and hot water supply
RUS,Industries,"Collection, purification and distribution of water"
RUS,Industries,Construction
RUS,Industries,Wholesale & retail trade; repairs
RUS,Industries,Hotels & restaurants
RUS,Industries,Land transport; transport via pipelines
RUS,Industries,Water transport
RUS,Industries,Air transport
RUS,Industries,Supporting and auxiliary transport activities; activities of travel agencies
RUS,Industries,Post & telecommunications
RUS,Industries,Finance & insurance
RUS,Industries,Real estate activities
RUS,Industries,Renting of machinery & equipment
RUS,Industries,Computer & related activities
RUS,Industries,Research & development
RUS,Industries,Other Business Activities
RUS,Industries,Public admin. & defence; compulsory social security
RUS,Industries,Education
RUS,Industries,Health & social work
RUS,Industries,"Other community, social & personal services"
RUS,Industries,Private households with employed persons & extra-territorial organisations & bodies
RUS,Industries,Re-export
RWA,Industries,Agriculture
RWA,Industries,Fishing
RWA,Industries,Mining and Quarrying
RWA,Industries,Food & Beverages
RWA,Industries,Textiles and Wearing Apparel
RWA,Industries,Wood and Paper
RWA,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
RWA,Industries,Metal Products
RWA,Industries,Electrical and Machinery
RWA,Industries,Transport Equipment
RWA,Industries,Other Manufacturing
RWA,Industries,Recycling
RWA,Industries,"Electricity, Gas and Water"
RWA,Industries,Construction
RWA,Industries,Maintenance and Repair
RWA,Industries,Wholesale Trade
RWA,Industries,Retail Trade
RWA,Industries,Hotels and Restraurants
RWA,Industries,Transport
RWA,Industries,Post and Telecommunications
RWA,Industries,Finacial Intermediation and Business Activities
RWA,Industries,Public Administration
RWA,Industries,"Education, Health and Other Services"
RWA,Industries,Private Households
RWA,Industries,Others
RWA,Industries,Re-export & Re-import
WSM,Industries,Agriculture
WSM,Industries,Fishing
WSM,Industries,Mining and Quarrying
WSM,Industries,Food & Beverages
WSM,Industries,Textiles and Wearing Apparel
WSM,Industries,Wood and Paper
WSM,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
WSM,Industries,Metal Products
WSM,Industries,Electrical and Machinery
WSM,Industries,Transport Equipment
WSM,Industries,Other Manufacturing
WSM,Industries,Recycling
WSM,Industries,"Electricity, Gas and Water"
WSM,Industries,Construction
WSM,Industries,Maintenance and Repair
WSM,Industries,Wholesale Trade
WSM,Industries,Retail Trade
WSM,Industries,Hotels and Restraurants
WSM,Industries,Transport
WSM,Industries,Post and Telecommunications
WSM,Industries,Finacial Intermediation and Business Activities
WSM,Industries,Public Administration
WSM,Industries,"Education, Health and Other Services"
WSM,Industries,Private Households
WSM,Industries,Others
WSM,Industries,Re-export & Re-import
SMR,Industries,Agriculture
SMR,Industries,Fishing
SMR,Industries,Mining and Quarrying
SMR,Industries,Food & Beverages
SMR,Industries,Textiles and Wearing Apparel
SMR,Industries,Wood and Paper
SMR,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products"
SMR,Industries,Metal Products
SMR,Industries,Electrical and Machinery
SMR,Industries,Transport Equipment
SMR,Industries,Other Manufacturing
SMR,Industries,Recycling
SMR,Industries,"Electricity, Gas and Water"
SMR,Industries,Construction
SMR,Industries,Maintenance and Repair
SMR,Industries,Wholesale Trade
SMR,Industries,Retail Trade
SMR,Industries,Hotels and Restraurants
SMR,Industries,Transport
SMR,Industries,Post and Telecommunications
SMR,Industries,Finacial Intermediation and Business Activities
SMR,Industries,Public Administration
SMR,Industries,"Education, Health and Other Services"
SMR,Industries,Private Households
SMR,Industries,Others
SMR,Industries,Re-export & Re-import
